Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FD360W,11.86,low,0.4,Snack Foods,182.23,OUT42N,1999,High,Tier 2,Supermarket Type2,1694.78
FD929C,14.2,low,0.02,Others,56.91,OUT54K,1996,,Tier 3,Supermarket Type2,2631.38
FD719J,8.79,low,0.15,Starchy Foods,53.99,OUT46Z,1998,High,Tier 3,Supermarket Type2,2728.57
FD185M,8.43,regular,0.22,Dairy,102.55,OUT77C,2007,Medium,Tier 1,Supermarket Type3,3229.67
FD214K,10.8,regular,0.27,Seafood,223.97,OUT95G,1997,Small,Tier 3,Grocery Store,570.54
FD791H,4.76,low,0.16,Hard Drinks,113.2,OUT57K,1995,Small,Tier 3,Supermarket Type2,1433.0
FD122C,11.7,regular,0.28,Fruits and Vegetables,89.56,OUT19X,2000,Small,Tier 2,Supermarket Type1,1108.93
FD592Z,10.95,low,0.19,Soft Drinks,121.78,OUT71X,2008,High,Tier 2,Supermarket Type3,2812.12
FD807O,13.27,low,0.1,Others,97.64,OUT30S,1992,High,Tier 1,Grocery Store,871.78
FD266X,18.23,regular,0.16,Frozen Foods,250.67,OUT49Y,1988,Medium,Tier 1,Supermarket Type3,3184.21
FD707A,11.85,regular,0.26,Starchy Foods,131.19,OUT46X,2009,Medium,Tier 2,Supermarket Type2,1894.63
FD655O,9.56,regular,0.21,Canned,227.48,OUT33G,2009,,Tier 3,Supermarket Type2,1389.33
FD230R,18.68,NA,0.37,Household,77.27,OUT97R,1993,Medium,Tier 3,Supermarket Type1,1424.01
FD432K,7.46,low,0.29,Seafood,113.06,OUT21T,1993,High,Tier 3,Supermarket Type3,2720.76
FD776T,10.01,regular,0.34,Meat,171.08,OUT59V,2009,Small,Tier 3,Grocery Store,743.72
FD759V,13.68,regular,0.3,Soft Drinks,145.08,OUT47J,2008,High,Tier 1,Supermarket Type1,1509.97
FD506Q,20.96,low,0.21,Seafood,237.45,OUT91R,2000,Small,Tier 2,Supermarket Type3,1980.89
FD643C,10.33,regular,0.13,Starchy Foods,31.91,OUT51P,1993,Small,Tier 2,Supermarket Type3,2277.02
FD975I,20.6,regular,0.05,Dairy,241.35,OUT68H,1998,High,Tier 1,Grocery Store,970.25
FD926D,,regular,0.14,Dairy,45.52,OUT65B,2007,Medium,Tier 2,Supermarket Type2,1396.33
FD715M,15.4,low,0.3,Others,249.96,OUT56K,1997,High,Tier 1,Grocery Store,1174.81
FD764N,7.18,low,0.25,Soft Drinks,106.92,OUT36H,1999,High,Tier 3,Supermarket Type2,2060.63
FD530W,18.93,regular,0.33,Starchy Foods,251.62,OUT67U,2003,High,Tier 2,Grocery Store,1025.5
FD851Y,14.11,low,0.24,Frozen Foods,123.3,OUT37Y,2008,High,Tier 2,Supermarket Type2,1752.37
FD976R,6.48,regular,0.26,Starchy Foods,183.63,OUT67E,2000,High,Tier 2,Grocery Store,810.32
FD966D,11.79,regular,0.35,Frozen Foods,104.18,OUT17I,1996,Medium,Tier 2,Grocery Store,821.79
FD362N,17.64,low,0.11,Fruits and Vegetables,30.76,OUT46C,2005,Medium,Tier 2,Supermarket Type2,1837.18
FD498O,12.7,regular,0.07,Breads,201.77,OUT37F,1993,Small,Tier 2,Supermarket Type2,1817.31
FD444T,6.81,regular,0.08,Soft Drinks,35.57,OUT95P,2000,Medium,Tier 3,Supermarket Type2,1709.03
FD806R,,regular,0.23,Others,103.53,OUT33A,2007,Small,Tier 2,Supermarket Type1,825.58
FD802C,4.7,low,0.04,Breads,132.11,OUT30E,2008,Small,Tier 1,Supermarket Type2,1186.5
FD685U,6.08,low,0.11,Seafood,227.74,OUT96G,2002,Medium,Tier 2,Supermarket Type1,1120.73
FD760B,19.43,low,0.25,Seafood,79.37,OUT61B,1992,Small,Tier 3,Supermarket Type2,1601.18
FD896D,15.5,regular,0.28,Starchy Foods,165.82,OUT65R,1994,High,Tier 1,Grocery Store,863.19
FD469C,4.52,low,0.01,Soft Drinks,146.59,OUT17E,2004,Small,Tier 3,Supermarket Type2,1232.62
FD589F,19.82,low,0.22,Others,52.87,OUT69R,2001,,Tier 1,Supermarket Type3,2934.64
FD530S,18.55,low,0.14,Soft Drinks,169.01,OUT82E,2003,Medium,Tier 1,Supermarket Type2,2169.26
FD695V,14.72,regular,0.15,Frozen Foods,258.27,OUT12R,2000,High,Tier 2,Supermarket Type1,1462.27
FD201Y,17.73,regular,0.06,Canned,266.78,OUT87E,1996,Medium,Tier 1,Supermarket Type1,1111.42
FD621J,6.35,regular,0.22,Starchy Foods,232.11,OUT36D,2000,,Tier 3,Grocery Store,926.91
FD872V,14.32,low,0.15,Snack Foods,268.25,OUT49V,2003,Small,Tier 1,Grocery Store,671.99
FD337L,5.47,low,0.15,Fruits and Vegetables,192.6,OUT65K,2007,Medium,Tier 2,Supermarket Type1,1557.66
FD103F,8.28,regular,0.24,Canned,226.99,OUT99Y,2006,Small,Tier 3,Supermarket Type2,1044.5
FD278K,20.21,low,0.06,Hard Drinks,178.05,OUT48A,1993,High,Tier 3,Grocery Store,863.66
FD259J,13.95,low,0.35,Snack Foods,52.63,OUT69M,1988,Small,Tier 3,Grocery Store,662.39
FD198F,21.09,regular,0.34,Soft Drinks,31.73,OUT93J,1985,,Tier 2,Supermarket Type2,2026.28
FD494B,13.3,low,0.11,Baking Goods,132.9,OUT97B,2005,Medium,Tier 3,Grocery Store,950.78
FD946M,,low,0.39,Soft Drinks,229.91,OUT81R,1991,High,Tier 2,Supermarket Type1,1859.56
FD612T,20.28,regular,0.02,Seafood,207.06,OUT59P,2000,Small,Tier 3,Supermarket Type2,1239.88
FD745X,14.87,low,0.21,Seafood,249.95,OUT51D,2008,High,Tier 3,Supermarket Type2,1830.48
FD909I,17.84,NA,0.1,Health and Hygiene,162.67,OUT97Y,1987,Medium,Tier 2,Supermarket Type1,861.43
FD466C,17.27,low,0.1,Breakfast,134.1,OUT52W,1991,Medium,Tier 1,Grocery Store,785.08
FD249R,20.53,regular,0.27,Canned,267.17,OUT93O,1994,High,Tier 3,Supermarket Type3,3192.27
FD835D,17.67,NA,0.06,Health and Hygiene,158.69,OUT72L,1992,Medium,Tier 3,Supermarket Type1,1412.85
FD553K,14.94,low,0.17,Soft Drinks,209.24,OUT74F,2000,High,Tier 2,Supermarket Type1,1843.66
FD153S,18.16,regular,0.33,Soft Drinks,33.35,OUT12C,1997,High,Tier 1,Supermarket Type3,2600.18
FD954V,13.58,regular,0.23,Canned,53.38,OUT46G,2008,Medium,Tier 1,Supermarket Type3,2952.52
FD626D,11.24,regular,0.05,Breads,233.24,OUT28B,1994,Small,Tier 3,Supermarket Type1,1019.93
FD571Z,9.09,regular,0.34,Fruits and Vegetables,242.22,OUT23K,1987,High,Tier 1,Grocery Store,953.83
FD567D,14.24,regular,0.07,Dairy,153.78,OUT33B,1996,High,Tier 1,Supermarket Type1,1355.58
FD327Z,9.6,low,0.02,Breakfast,65.14,OUT55U,1985,High,Tier 2,Supermarket Type2,2420.48
FD777F,16.83,NA,0.18,Household,175.99,OUT13H,2008,Small,Tier 1,Supermarket Type2,1324.72
FD963O,20.25,regular,0.11,Breads,252.87,OUT21O,2000,Medium,Tier 2,Supermarket Type2,1486.66
FD572R,13.75,low,0.18,Snack Foods,169.74,OUT82M,1987,High,Tier 3,Grocery Store,1046.81
FD338A,12.29,regular,0.15,Breakfast,102.28,OUT33G,2007,Small,Tier 2,Supermarket Type3,2222.04
FD953M,18.41,low,0.29,Breakfast,244.96,OUT71Z,2005,Small,Tier 1,Supermarket Type3,2378.08
FD396K,18.1,low,0.18,Snack Foods,45.15,OUT31A,1990,Small,Tier 3,Grocery Store,609.2
FD367A,10.27,NA,0.2,Household,53.36,OUT10A,1987,,Tier 3,Supermarket Type1,1614.72
FD707B,8.35,regular,0.27,Baking Goods,90.86,OUT61D,1990,Medium,Tier 3,Supermarket Type2,1723.86
FD655U,19.95,low,0.31,Breads,134.53,OUT15R,2000,Small,Tier 2,Supermarket Type2,1300.32
FD447D,4.99,NA,0.28,Household,247.37,OUT20U,2008,Small,Tier 2,Grocery Store,701.91
FD725O,9.46,NA,0.39,Health and Hygiene,172.02,OUT62D,1989,High,Tier 2,Grocery Store,731.29
FD915W,21.2,regular,0.16,Seafood,49.83,OUT73F,2004,High,Tier 2,Supermarket Type1,1987.35
FD614V,19.29,regular,0.33,Starchy Foods,232.84,OUT58J,1995,Medium,Tier 2,Grocery Store,571.27
FD283T,19.15,regular,0.18,Seafood,214.93,OUT61Q,2009,Medium,Tier 1,Grocery Store,685.53
FD808G,12.16,regular,0.03,Snack Foods,186.45,OUT63W,1988,High,Tier 3,Supermarket Type2,2045.41
FD630K,14.3,regular,0.31,Seafood,104.69,OUT73X,2000,Small,Tier 3,Supermarket Type2,1453.82
FD947Y,13.81,low,0.39,Frozen Foods,236.83,OUT22Y,1986,High,Tier 3,Supermarket Type2,2712.84
FD787Y,14.07,low,0.26,Hard Drinks,123.49,OUT52W,2000,High,Tier 2,Grocery Store,938.21
FD661Y,6.3,low,0.3,Snack Foods,68.2,OUT51C,1993,Medium,Tier 3,Supermarket Type3,2508.4
FD864I,20.38,regular,0.02,Soft Drinks,162.32,OUT89Q,2009,Medium,Tier 2,Grocery Store,1006.93
FD642I,17.11,regular,0.33,Dairy,99.91,OUT17S,1996,High,Tier 1,Supermarket Type3,2534.49
FD548Q,6.77,low,0.06,Snack Foods,159.81,OUT75Q,1998,Small,Tier 1,Supermarket Type2,1254.94
FD144S,20.81,regular,0.15,Canned,179.21,OUT28Q,1987,High,Tier 2,Supermarket Type2,2427.01
FD555Y,,low,0.08,Starchy Foods,201.6,OUT94I,1987,Small,Tier 1,Supermarket Type2,1718.48
FD179Q,19.08,low,0.35,Breakfast,175.65,OUT38B,1996,Medium,Tier 3,Grocery Store,758.9
FD766Y,20.78,low,0.06,Seafood,140.3,OUT69Z,1998,High,Tier 3,Supermarket Type1,1161.19
FD986D,8.3,low,0.04,Frozen Foods,223.69,OUT20U,1986,Medium,Tier 1,Supermarket Type2,1990.82
FD804D,17.98,regular,0.06,Fruits and Vegetables,173.38,OUT54W,1988,Small,Tier 1,Supermarket Type3,1543.79
FD356L,9.86,low,0.02,Fruits and Vegetables,135.71,OUT74S,1996,Medium,Tier 3,Supermarket Type3,2764.29
FD740B,19.9,regular,0.24,Hard Drinks,247.53,OUT71E,1986,Small,Tier 3,Supermarket Type3,1479.22
FD194M,11.6,regular,0.24,Starchy Foods,192.57,OUT30Z,1990,Small,Tier 3,Supermarket Type3,2332.06
FD110O,5.94,NA,0.25,Health and Hygiene,42.52,OUT85Y,1989,Medium,Tier 1,Grocery Store,767.44
FD863X,15.56,regular,0.19,Frozen Foods,116.94,OUT89F,2002,Medium,Tier 1,Supermarket Type1,1002.49
FD903S,15.55,NA,0.12,Health and Hygiene,59.04,OUT16H,2006,Medium,Tier 2,Supermarket Type3,1920.17
FD698Z,18.15,low,0.38,Frozen Foods,76.38,OUT44Z,1994,Medium,Tier 3,Grocery Store,885.67
FD787X,17.38,regular,0.06,Breakfast,63.29,OUT31V,2009,Small,Tier 1,Grocery Store,555.43
FD524G,13.78,low,0.13,Others,80.52,OUT11J,2002,High,Tier 1,Grocery Store,1238.22
FD139Y,5.05,low,0.06,Snack Foods,162.73,OUT18Z,2005,Medium,Tier 3,Supermarket Type2,1535.72
FD568D,5.79,low,0.15,Canned,124.04,OUT38X,1995,High,Tier 1,Supermarket Type3,3418.21
FD548Y,,low,0.1,Hard Drinks,182.9,OUT19B,2007,Small,Tier 2,Supermarket Type2,1326.06
FD980Z,12.51,low,0.37,Starchy Foods,134.22,OUT34Y,1986,Medium,Tier 3,Supermarket Type3,1991.85
FD599M,20.48,regular,0.13,Dairy,185.52,OUT28Z,1986,Medium,Tier 3,Supermarket Type1,1241.54
FD147Z,12.75,low,0.22,Dairy,233.06,OUT80B,1997,Medium,Tier 2,Supermarket Type2,1976.47
FD939N,12.57,low,0.03,Soft Drinks,124.5,OUT93J,2000,High,Tier 2,Supermarket Type3,3511.54
FD152O,18.83,low,0.32,Frozen Foods,249.63,OUT10B,1997,Small,Tier 1,Supermarket Type2,1687.33
FD873Z,,regular,0.03,Breads,59.71,OUT82O,1985,Small,Tier 3,Supermarket Type2,1535.72
FD818Z,20.9,regular,0.2,Fruits and Vegetables,86.1,OUT50P,2007,Small,Tier 1,Supermarket Type3,1921.54
FD382K,10.41,low,0.34,Starchy Foods,153.0,OUT97P,2000,Small,Tier 2,Supermarket Type3,1908.28
FD725D,4.81,low,0.36,Hard Drinks,95.68,OUT91U,2008,Medium,Tier 2,Supermarket Type2,1718.13
FD229F,5.55,NA,0.24,Health and Hygiene,163.73,OUT93H,2003,Medium,Tier 1,Supermarket Type2,1696.29
FD477H,12.0,low,0.2,Fruits and Vegetables,58.97,OUT34A,2006,Medium,Tier 2,Supermarket Type3,2914.56
FD658U,7.23,regular,0.12,Snack Foods,102.02,OUT72V,1994,Small,Tier 3,Grocery Store,585.42
FD284F,19.77,low,0.1,Seafood,248.54,OUT49B,1997,High,Tier 2,Grocery Store,905.73
FD267W,7.73,low,0.39,Canned,69.16,OUT50O,1990,Small,Tier 2,Supermarket Type2,1742.06
FD174U,14.73,regular,0.06,Fruits and Vegetables,142.23,OUT57D,1988,High,Tier 2,Supermarket Type1,1486.51
FD182F,15.17,regular,0.34,Baking Goods,268.56,OUT66J,2001,Medium,Tier 2,Supermarket Type1,1399.63
FD225N,11.44,regular,0.39,Seafood,128.04,OUT89V,2007,High,Tier 2,Grocery Store,1142.22
FD467V,12.02,regular,0.26,Frozen Foods,194.9,OUT21S,1988,High,Tier 1,Grocery Store,1281.24
FD747C,11.93,low,0.21,Dairy,122.73,OUT45V,1996,,Tier 2,Grocery Store,912.96
FD957N,9.75,NA,0.16,Household,88.54,OUT37Z,2009,High,Tier 3,Supermarket Type3,2878.42
FD248Y,,regular,0.15,Dairy,250.57,OUT58J,2003,High,Tier 3,Supermarket Type3,2308.27
FD957N,11.03,regular,0.19,Soft Drinks,264.13,OUT35C,2003,High,Tier 2,Supermarket Type1,1526.04
FD149Y,20.61,regular,0.29,Dairy,131.44,OUT16X,1998,Small,Tier 3,Supermarket Type1,976.16
FD252T,12.05,regular,0.06,Baking Goods,109.18,OUT25N,2000,Medium,Tier 1,Grocery Store,861.49
FD420I,21.29,regular,0.25,Baking Goods,170.97,OUT18K,1992,Small,Tier 3,Grocery Store,719.53
FD404N,20.98,regular,0.3,Starchy Foods,128.9,OUT64W,2006,Small,Tier 2,Supermarket Type2,1744.27
FD809M,17.03,low,0.17,Baking Goods,131.53,OUT45X,1998,High,Tier 2,Supermarket Type2,1830.79
FD427G,11.87,regular,0.36,Frozen Foods,239.28,OUT47Y,2007,High,Tier 3,Grocery Store,1190.5
FD692E,12.72,NA,0.33,Health and Hygiene,255.51,OUT62X,1992,High,Tier 3,Supermarket Type3,2320.37
FD387J,21.11,NA,0.08,Health and Hygiene,218.61,OUT36P,1992,Small,Tier 1,Supermarket Type1,850.43
FD432B,16.95,NA,0.09,Health and Hygiene,107.38,OUT88U,2007,Small,Tier 1,Supermarket Type3,2441.14
FD124X,8.1,regular,0.11,Dairy,258.0,OUT49P,2009,Medium,Tier 1,Grocery Store,1023.17
FD578C,10.34,regular,0.09,Starchy Foods,254.86,OUT73P,1989,High,Tier 2,Supermarket Type3,2973.92
FD588U,14.45,low,0.29,Others,137.91,OUT74M,1998,Medium,Tier 2,Supermarket Type1,1098.99
FD465N,12.96,low,0.32,Starchy Foods,181.55,OUT72M,2001,High,Tier 1,Supermarket Type3,2363.36
FD677D,20.41,low,0.35,Snack Foods,102.97,OUT13F,2004,Small,Tier 1,Supermarket Type1,845.24
FD746R,15.19,regular,0.28,Canned,59.32,OUT69X,1988,Medium,Tier 1,Supermarket Type3,2404.71
FD619Q,20.68,low,0.05,Others,199.15,OUT90Y,2005,Small,Tier 3,Grocery Store,653.29
FD802L,,low,0.35,Starchy Foods,94.83,OUT74P,2005,Medium,Tier 3,Supermarket Type3,2233.78
FD487X,12.01,NA,0.05,Household,244.27,OUT61Y,2001,,Tier 1,Supermarket Type3,1445.16
FD419U,9.97,NA,0.15,Household,209.79,OUT30X,1990,High,Tier 1,Supermarket Type3,2979.02
FD532I,9.07,regular,0.12,Soft Drinks,65.45,OUT19R,1999,High,Tier 1,Supermarket Type2,2829.95
FD725N,19.54,low,0.38,Dairy,207.82,OUT68M,1999,Small,Tier 3,Supermarket Type2,1085.31
FD163H,10.32,low,0.29,Fruits and Vegetables,234.53,OUT37Q,2002,Small,Tier 3,Grocery Store,790.65
FD566J,18.57,regular,0.05,Fruits and Vegetables,269.96,OUT83C,1993,Medium,Tier 3,Supermarket Type2,2036.84
FD652Y,12.0,NA,0.29,Health and Hygiene,186.08,OUT98D,2008,Medium,Tier 2,Supermarket Type2,1867.21
FD321E,19.78,regular,0.39,Dairy,38.91,OUT95G,2007,,Tier 1,Grocery Store,509.19
FD524T,10.44,regular,0.37,Fruits and Vegetables,52.35,OUT17U,2005,High,Tier 3,Supermarket Type3,2615.99
FD643F,7.23,regular,0.39,Seafood,103.4,OUT81A,2007,High,Tier 1,Supermarket Type1,1547.4
FD822P,8.9,regular,0.27,Baking Goods,226.12,OUT66G,1989,High,Tier 2,Supermarket Type1,1554.66
FD441Y,9.6,regular,0.33,Starchy Foods,223.6,OUT50F,2002,Medium,Tier 1,Grocery Store,956.74
FD179S,19.62,low,0.2,Frozen Foods,204.86,OUT31H,2000,Small,Tier 3,Supermarket Type3,2448.64
FD708M,15.72,regular,0.1,Breads,194.63,OUT45U,1993,Medium,Tier 2,Supermarket Type1,1496.85
FD262C,,NA,0.37,Health and Hygiene,126.7,OUT38U,1986,Medium,Tier 3,Grocery Store,593.75
FD132H,12.03,regular,0.01,Hard Drinks,229.91,OUT49A,1999,Medium,Tier 1,Supermarket Type3,1861.1
FD440C,16.33,regular,0.02,Soft Drinks,183.37,OUT67S,1998,Small,Tier 1,Supermarket Type2,1806.76
FD814F,8.87,low,0.38,Others,153.27,OUT75Q,1995,High,Tier 3,Grocery Store,1201.39
FD779T,,regular,0.23,Starchy Foods,195.35,OUT29Q,1995,Medium,Tier 2,Supermarket Type1,1024.5
FD282K,17.02,regular,0.29,Starchy Foods,109.62,OUT87D,1999,Small,Tier 3,Supermarket Type3,1611.07
FD377C,,low,0.03,Canned,173.04,OUT65Q,1985,Medium,Tier 3,Supermarket Type3,2376.12
FD629K,12.05,regular,0.09,Frozen Foods,173.53,OUT66T,1992,Small,Tier 1,Supermarket Type2,1479.16
FD922M,9.12,low,0.35,Starchy Foods,105.08,OUT78Q,2009,,Tier 1,Supermarket Type1,1420.09
FD358B,5.95,low,0.15,Others,40.61,OUT93G,2008,Medium,Tier 3,Supermarket Type1,1286.92
FD161O,18.37,low,0.04,Starchy Foods,242.83,OUT56Z,1996,Medium,Tier 1,Supermarket Type3,3074.39
FD305F,14.77,regular,0.12,Seafood,204.33,OUT93F,2007,High,Tier 2,Grocery Store,1302.3
FD337O,15.07,low,0.03,Meat,107.6,OUT56A,2005,Small,Tier 2,Supermarket Type3,2483.92
FD252B,18.01,low,0.25,Others,211.51,OUT62S,1997,High,Tier 1,Grocery Store,795.92
FD901C,15.09,regular,0.28,Snack Foods,135.24,OUT82F,1985,Medium,Tier 3,Grocery Store,979.58
FD954Q,8.44,low,0.38,Snack Foods,79.41,OUT85U,1994,,Tier 2,Supermarket Type3,3082.66
FD198E,9.73,regular,0.16,Breads,48.15,OUT76R,1997,Small,Tier 1,Supermarket Type1,1243.04
FD260Z,16.92,regular,0.29,Dairy,243.14,OUT10P,1995,High,Tier 3,Supermarket Type2,1908.22
FD663K,6.91,low,0.24,Canned,128.28,OUT74D,2006,High,Tier 3,Supermarket Type2,2917.92
FD211A,8.22,low,0.07,Baking Goods,161.68,OUT60X,2009,Small,Tier 1,Supermarket Type3,2212.31
FD160O,16.27,low,0.2,Others,267.61,OUT78R,2006,High,Tier 2,Grocery Store,1287.04
FD318Q,14.68,low,0.24,Others,122.48,OUT42A,2005,,Tier 1,Grocery Store,891.03
FD376L,8.1,regular,0.21,Dairy,196.61,OUT28D,1998,Small,Tier 2,Grocery Store,564.01
FD413W,15.2,low,0.35,Soft Drinks,135.25,OUT95A,1995,,Tier 3,Supermarket Type2,2064.39
FD297S,18.6,regular,0.24,Dairy,55.76,OUT73F,2006,Small,Tier 2,Supermarket Type2,1057.86
FD260G,12.6,low,0.25,Soft Drinks,208.25,OUT57S,2003,Medium,Tier 1,Grocery Store,798.47
FD713O,14.28,low,0.08,Hard Drinks,178.27,OUT81F,1995,Medium,Tier 2,Supermarket Type3,3243.31
FD789W,4.72,low,0.31,Canned,232.57,OUT51K,2001,High,Tier 1,Supermarket Type2,1654.82
FD380U,6.15,low,0.07,Canned,155.86,OUT39B,2006,Small,Tier 2,Grocery Store,496.04
FD385S,16.86,NA,0.21,Health and Hygiene,142.3,OUT92X,1994,Medium,Tier 3,Supermarket Type3,2436.05
FD416W,11.45,NA,0.27,Health and Hygiene,119.32,OUT96D,2001,High,Tier 3,Supermarket Type1,1795.88
FD402E,7.81,regular,0.06,Starchy Foods,105.12,OUT68I,1993,High,Tier 1,Supermarket Type2,2714.37
FD924G,21.24,regular,0.12,Others,226.67,OUT37Q,2009,Small,Tier 3,Supermarket Type3,2469.87
FD742Y,12.1,low,0.16,Meat,239.25,OUT94E,1985,Medium,Tier 2,Grocery Store,988.32
FD728G,16.09,regular,0.19,Snack Foods,128.37,OUT31L,2003,Medium,Tier 1,Supermarket Type2,2122.59
FD234H,12.98,NA,0.15,Health and Hygiene,265.2,OUT26G,1989,High,Tier 2,Supermarket Type3,2687.12
FD893D,4.55,regular,0.15,Starchy Foods,176.61,OUT33S,2001,High,Tier 2,Supermarket Type2,1751.33
FD580K,20.83,NA,0.14,Household,170.42,OUT83K,1987,High,Tier 2,Supermarket Type2,2884.85
FD459Y,4.88,regular,0.23,Hard Drinks,206.46,OUT54H,2005,,Tier 3,Supermarket Type1,972.22
FD381D,17.28,low,0.21,Dairy,237.24,OUT69S,1985,Small,Tier 2,Supermarket Type2,1596.48
FD345L,10.98,regular,0.17,Fruits and Vegetables,214.87,OUT52N,2005,Small,Tier 3,Supermarket Type1,789.5
FD867Y,17.62,low,0.07,Meat,201.73,OUT93R,1995,Medium,Tier 3,Supermarket Type2,1661.05
FD952H,13.27,regular,0.28,Fruits and Vegetables,46.61,OUT29H,1990,High,Tier 3,Supermarket Type1,1541.52
FD415O,18.18,NA,0.3,Household,154.38,OUT29G,2006,Small,Tier 2,Grocery Store,610.88
FD666G,7.85,NA,0.19,Household,124.28,OUT84N,2009,Medium,Tier 2,Supermarket Type2,1820.11
FD478B,9.66,regular,0.02,Breakfast,203.11,OUT66B,2004,Medium,Tier 1,Grocery Store,998.48
FD784N,15.11,low,0.32,Hard Drinks,146.13,OUT33C,1997,Small,Tier 2,Supermarket Type3,2564.54
FD442C,,regular,0.31,Canned,155.31,OUT29A,2009,Small,Tier 2,Supermarket Type1,1033.88
FD141E,17.32,low,0.01,Seafood,141.97,OUT75N,2008,High,Tier 2,Supermarket Type2,2175.05
FD436K,13.23,NA,0.35,Health and Hygiene,39.65,OUT99P,1991,Medium,Tier 3,Supermarket Type3,1778.95
FD930H,16.35,low,0.21,Starchy Foods,214.8,OUT48X,1993,High,Tier 1,Supermarket Type3,3278.79
FD563T,,low,0.16,Soft Drinks,202.31,OUT82J,2001,High,Tier 2,Supermarket Type1,1566.14
FD118G,10.34,regular,0.06,Canned,52.99,OUT63Z,1996,High,Tier 3,Supermarket Type1,1359.01
FD390C,14.23,regular,0.23,Frozen Foods,126.37,OUT79V,2000,Small,Tier 2,Supermarket Type2,1574.43
FD297N,6.1,regular,0.34,Frozen Foods,168.19,OUT19P,1999,High,Tier 1,Supermarket Type2,2482.25
FD936F,11.91,NA,0.09,Health and Hygiene,140.55,OUT52Y,1987,High,Tier 2,Supermarket Type1,1493.53
FD745D,4.66,low,0.39,Starchy Foods,36.18,OUT28H,1985,Medium,Tier 2,Supermarket Type3,2825.34
FD534T,20.18,low,0.38,Fruits and Vegetables,216.25,OUT94N,2009,Medium,Tier 3,Supermarket Type1,1038.74
FD223O,16.74,regular,0.1,Hard Drinks,124.66,OUT26U,1992,Small,Tier 2,Grocery Store,572.21
FD816A,5.69,regular,0.18,Snack Foods,108.97,OUT52N,2000,Small,Tier 3,Supermarket Type1,947.18
FD578O,20.69,low,0.23,Others,117.24,OUT83R,1990,High,Tier 3,Supermarket Type1,1280.49
FD504G,16.69,regular,0.06,Seafood,212.07,OUT96N,2000,Small,Tier 1,Supermarket Type3,1522.22
FD456K,19.94,low,0.19,Breads,67.63,OUT95Q,2009,Small,Tier 3,Grocery Store,740.12
FD555U,16.89,regular,0.3,Baking Goods,121.93,OUT67M,1991,High,Tier 1,Supermarket Type1,1456.87
FD723R,21.37,regular,0.23,Frozen Foods,198.0,OUT24L,2007,Medium,Tier 3,Supermarket Type2,1318.51
FD877W,13.51,regular,0.13,Others,262.92,OUT93Y,1990,High,Tier 3,Supermarket Type2,2521.25
FD833J,17.32,low,0.39,Soft Drinks,166.92,OUT73C,2006,Small,Tier 3,Supermarket Type2,1188.86
FD751A,15.19,NA,0.34,Household,34.13,OUT77V,1985,Small,Tier 3,Supermarket Type3,1441.43
FD654J,,low,0.15,Breakfast,85.24,OUT54F,2005,High,Tier 1,Supermarket Type2,2803.03
FD644B,19.8,low,0.02,Frozen Foods,62.66,OUT67I,1985,,Tier 3,Supermarket Type1,1022.36
FD948V,17.82,regular,0.25,Seafood,193.61,OUT57A,1998,Medium,Tier 2,Grocery Store,666.07
FD802Y,7.88,NA,0.27,Household,144.26,OUT11F,2008,High,Tier 2,Supermarket Type3,3838.43
FD101X,10.36,low,0.07,Breads,106.55,OUT20A,1990,Small,Tier 2,Supermarket Type2,1699.93
FD811T,13.14,regular,0.19,Others,268.96,OUT69X,1998,Medium,Tier 2,Supermarket Type2,1296.08
FD242L,7.07,regular,0.36,Others,67.53,OUT92E,2000,Small,Tier 3,Supermarket Type3,2198.63
FD543H,10.62,low,0.17,Meat,168.24,OUT51N,1985,Medium,Tier 1,Grocery Store,990.05
FD902T,16.74,low,0.04,Dairy,122.53,OUT64W,2007,Small,Tier 3,Supermarket Type1,1084.31
FD751B,5.92,low,0.31,Canned,175.49,OUT63G,1997,High,Tier 2,Supermarket Type2,1757.7
FD429N,8.02,low,0.15,Breads,130.66,OUT47K,2002,Small,Tier 1,Supermarket Type3,2098.2
FD252L,8.75,regular,0.27,Fruits and Vegetables,172.15,OUT35D,2003,,Tier 2,Grocery Store,1143.24
FD214D,9.17,low,0.24,Others,209.84,OUT65Z,1988,Small,Tier 2,Supermarket Type2,1261.69
FD159V,4.75,low,0.26,Others,261.43,OUT83D,1993,Medium,Tier 2,Supermarket Type1,1159.72
FD755R,19.03,low,0.19,Frozen Foods,80.41,OUT70C,2004,High,Tier 3,Supermarket Type3,4103.99
FD391A,6.95,low,0.09,Starchy Foods,157.36,OUT66C,2003,High,Tier 3,Grocery Store,758.56
FD530E,9.29,low,0.03,Others,210.09,OUT29J,2004,Medium,Tier 3,Supermarket Type3,1961.98
FD418T,17.26,NA,0.18,Health and Hygiene,217.56,OUT70C,2003,High,Tier 3,Supermarket Type3,3726.35
FD736Z,12.82,regular,0.1,Dairy,139.87,OUT77V,1997,Medium,Tier 2,Supermarket Type1,1336.99
FD291S,,low,0.13,Starchy Foods,47.41,OUT39A,2009,Medium,Tier 3,Supermarket Type3,2344.5
